Immoweb ID,Property type,property sub-type,Price,Post code,Building condition,Kitchen type,Bedrooms,Furnished,Terrace surface,Tenement building,Number of frontages,Swimming pool,How many fireplaces?,Garden,Terrace,Surface of the plot
9473082,APARTMENT,GROUND_FLOOR,141000,1480,,,,,,0.0,,,,,,
9704815,APARTMENT,GROUND_FLOOR,147000,7330,,,,,,0.0,,,,,,
8901310,APARTMENT,GROUND_FLOOR,154303,7800,,,,,,0.0,,,,,,
9577036,APARTMENT,GROUND_FLOOR,157000,7060,,,,,,0.0,,,,,,
9577035,APARTMENT,GROUND_FLOOR,158000,7060,,,,,,0.0,,,,,,
9526371,APARTMENT,GROUND_FLOOR,158000,7850,,,,,,0.0,,,,,,
9702824,APARTMENT,GROUND_FLOOR,158035,7000,,,,,,0.0,,,,,,
8496650,APARTMENT,GROUND_FLOOR,161220,8792,,,,,,0.0,,,,,,
9403497,APARTMENT,GROUND_FLOOR,164900,9300,,,,,,0.0,,,,,,
8435603,APARTMENT,GROUND_FLOOR,165000,7021,,,,,,0.0,,,,,,
9286737,APARTMENT,GROUND_FLOOR,165000,9600,,,,,,0.0,,,,,,
9633324,APARTMENT,GROUND_FLOOR,169000,4100,,,,,,0.0,,,,,,
9071945,APARTMENT,GROUND_FLOOR,177000,7850,,,,,,0.0,,,,,,
9129654,APARTMENT,GROUND_FLOOR,179900,7950,,,,,,0.0,,,,,,
9557858,APARTMENT,GROUND_FLOOR,181000,4400,,,,,,0.0,,,,,,
9479515,APARTMENT,GROUND_FLOOR,189000,7000,,,,,,0.0,,,,,,
9686909,APARTMENT,GROUND_FLOOR,190000,1080,,,,,,0.0,,,,,,
9523132,APARTMENT,GROUND_FLOOR,190000,4670,,,,,,0.0,,,,,,
9271160,APARTMENT,GROUND_FLOOR,195000,6230,,,,,,0.0,,,,,,
8029630,APARTMENT,GROUND_FLOOR,197700,4430,,,,,,0.0,,,,,,
9348627,APARTMENT,GROUND_FLOOR,199500,4430,,,,,,0.0,,,,,,
9589028,APARTMENT,GROUND_FLOOR,205000,8210,,,,,,0.0,,,,,,
9634217,APARTMENT,GROUND_FLOOR,207500,9120,,,,,,0.0,,,,,,
9675496,APARTMENT,GROUND_FLOOR,209000,9120,,,,,,0.0,,,,,,
6915057,APARTMENT,GROUND_FLOOR,212100,4430,,,,,,0.0,,,,,,
8048594,APARTMENT,GROUND_FLOOR,215000,7090,,,,,,0.0,,,,,,
9543458,APARTMENT,GROUND_FLOOR,216495,9280,,,,,,0.0,,,,,,
9194977,APARTMENT,GROUND_FLOOR,218000,1731,,,,,,0.0,,,,,,
7941008,APARTMENT,GROUND_FLOOR,220200,4500,,,,,,0.0,,,,,,
9661595,APARTMENT,GROUND_FLOOR,221298,9140,,,,,,0.0,,,,,,
9539724,APARTMENT,GROUND_FLOOR,222500,4040,,,,,,0.0,,,,,,
7964804,APARTMENT,GROUND_FLOOR,222500,4040,,,,,,0.0,,,,,,
9674028,APARTMENT,GROUND_FLOOR,223500,2018,,,,,,0.0,,,,,,
6769963,APARTMENT,GROUND_FLOOR,224230,2300,,,,,,0.0,,,,,,
9344983,APARTMENT,GROUND_FLOOR,225000,9120,,,,,,0.0,,,,,,
9168969,APARTMENT,GROUND_FLOOR,228000,8980,,,,,,0.0,,,,,,
8771232,APARTMENT,GROUND_FLOOR,228371,2570,,,,,,0.0,,,,,,
9634921,APARTMENT,GROUND_FLOOR,230000,5300,,,,,,0.0,,,,,,
9522123,APARTMENT,GROUND_FLOOR,231000,9220,,,,,,0.0,,,,,,
9578154,APARTMENT,GROUND_FLOOR,235750,2980,,,,,,0.0,,,,,,
9624495,APARTMENT,GROUND_FLOOR,239295,9280,,,,,,0.0,,,,,,
9197478,APARTMENT,GROUND_FLOOR,242237,1730,,,,,,0.0,,,,,,
9140014,APARTMENT,GROUND_FLOOR,242237,1731,,,,,,0.0,,,,,,
9630223,APARTMENT,GROUND_FLOOR,243000,9200,,,,,,0.0,,,,,,
9610638,APARTMENT,GROUND_FLOOR,245188,9120,,,,,,0.0,,,,,,
8414779,APARTMENT,GROUND_FLOOR,249000,8670,,,,,,1.0,,,,,,
9670166,APARTMENT,GROUND_FLOOR,250000,8370,,,,,,0.0,,,,,,
9383775,APARTMENT,GROUND_FLOOR,250000,8400,,,,,,0.0,,,,,,
9576432,APARTMENT,GROUND_FLOOR,258700,4450,,,,,,0.0,,,,,,
8815481,APARTMENT,GROUND_FLOOR,261067,3390,,,,,,0.0,,,,,,
9504249,APARTMENT,GROUND_FLOOR,274000,3200,,,,,,0.0,,,,,,
9183365,APARTMENT,GROUND_FLOOR,275000,2890,,,,,,0.0,,,,,,
9612091,APARTMENT,GROUND_FLOOR,278000,2950,,,,,,0.0,,,,,,
9179416,APARTMENT,GROUND_FLOOR,280000,8670,,,,,,0.0,,,,,,
9704893,APARTMENT,GROUND_FLOOR,285000,2650,,,,,,0.0,,,,,,
9704903,APARTMENT,GROUND_FLOOR,286000,2500,,,,,,0.0,,,,,,
9485809,APARTMENT,GROUND_FLOOR,290000,2900,,,,,,0.0,,,,,,
9514709,APARTMENT,GROUND_FLOOR,292500,2000,,,,,,0.0,,,,,,
9076360,APARTMENT,GROUND_FLOOR,295000,9420,,,,,,0.0,,,,,,
9294644,APARTMENT,GROUND_FLOOR,295956,3500,,,,,,1.0,,,,,,
9415188,APARTMENT,GROUND_FLOOR,305000,8200,,,,,,1.0,,,,,,
8818047,APARTMENT,GROUND_FLOOR,306475,3840,,,,,,0.0,,,,,,
9604156,APARTMENT,GROUND_FLOOR,310000,6700,,,,,,0.0,,,,,,
9556831,APARTMENT,GROUND_FLOOR,317000,2160,,,,,,1.0,,,,,,
7512342,APARTMENT,GROUND_FLOOR,325000,8400,,,,,,0.0,,,,,,
9093107,APARTMENT,GROUND_FLOOR,331925,3800,,,,,,1.0,,,,,,
7731589,APARTMENT,GROUND_FLOOR,362350,9320,,,,,,0.0,,,,,,
9675719,APARTMENT,GROUND_FLOOR,364500,9000,,,,,,0.0,,,,,,
9659553,APARTMENT,GROUND_FLOOR,372000,9120,,,,,,0.0,,,,,,
9086254,APARTMENT,GROUND_FLOOR,382000,3060,,,,,,0.0,,,,,,
9629939,APARTMENT,GROUND_FLOOR,420000,9290,,,,,,0.0,,,,,,
9593611,APARTMENT,GROUND_FLOOR,545000,2801,,,,,,0.0,,,,,,
9716022,APARTMENT,GROUND_FLOOR,179000,4051,Good,1.0,1,0.0,10,0.0,3,,,,,
9622235,APARTMENT,GROUND_FLOOR,189000,8800,,,1,,,0.0,,0.0,,1.0,1.0,
9677883,APARTMENT,GROUND_FLOOR,245200,1140,As new,1.0,1,,,0.0,,0.0,,,1.0,
9462116,APARTMENT,GROUND_FLOOR,295000,4000,As new,1.0,3,0.0,25,0.0,,0.0,,,,
9687183,APARTMENT,GROUND_FLOOR,299000,9300,To restore,,2,0.0,12,0.0,2,1.0,,,,
9678463,APARTMENT,GROUND_FLOOR,357000,1140,As new,1.0,2,,200,0.0,,0.0,,,,
9705802,APARTMENT,GROUND_FLOOR,299000,2610,As new,1.0,2,0.0,20,0.0,,0.0,,,,
9725515,APARTMENT,GROUND_FLOOR,640000,1000,As new,1.0,2,0.0,24,0.0,3,0.0,,,,
9690970,APARTMENT,GROUND_FLOOR,125000,8400,Good,1.0,1,0.0,,0.0,,,,,,
9589583,APARTMENT,GROUND_FLOOR,149000,8660,To renovate,1.0,2,,,0.0,,,,,1.0,
9705284,APARTMENT,GROUND_FLOOR,299000,9070,As new,1.0,3,0.0,15,0.0,,0.0,,,,
9371080,APARTMENT,GROUND_FLOOR,493155,2800,As new,1.0,3,0.0,,0.0,,,,,1.0,
9634149,APARTMENT,GROUND_FLOOR,600000,2000,,,3,0.0,,0.0,,,,,1.0,
9618060,APARTMENT,GROUND_FLOOR,1245000,1180,Good,1.0,4,0.0,,0.0,3,0.0,,,1.0,
9712924,APARTMENT,GROUND_FLOOR,237000,9200,As new,1.0,3,,6,0.0,2,,,,,
9689759,APARTMENT,GROUND_FLOOR,219900,2580,,,,,,1.0,,,,,,
9703472,APARTMENT,GROUND_FLOOR,145000,8430,To renovate,,2,0.0,,0.0,2,0.0,,,,
9625340,APARTMENT,GROUND_FLOOR,195000,6031,As new,1.0,2,0.0,22,0.0,4,,,,,
9532417,APARTMENT,GROUND_FLOOR,195000,6031,As new,1.0,2,0.0,22,0.0,4,,,,,
9535791,APARTMENT,GROUND_FLOOR,249000,1070,Just renovated,1.0,1,0.0,,0.0,2,0.0,,,,
9662539,APARTMENT,GROUND_FLOOR,325000,2610,As new,1.0,2,0.0,,0.0,2,,,,,
9670479,APARTMENT,GROUND_FLOOR,439000,1180,As new,1.0,1,,,0.0,2,0.0,,,1.0,
9697414,APARTMENT,GROUND_FLOOR,199000,1350,,1.0,1,0.0,15,0.0,,,,,,
9513218,APARTMENT,GROUND_FLOOR,237000,9320,,1.0,1,,11,0.0,2,,,,,
9697415,APARTMENT,GROUND_FLOOR,249000,1350,,1.0,2,0.0,15,0.0,,,,,,
9677356,APARTMENT,GROUND_FLOOR,249000,1350,,1.0,2,0.0,15,0.0,,,,,,
9614794,APARTMENT,GROUND_FLOOR,575000,1180,As new,1.0,2,0.0,21,0.0,,0.0,,,,
9614806,APARTMENT,GROUND_FLOOR,650000,1180,As new,1.0,2,0.0,21,0.0,,0.0,,,,
9561050,APARTMENT,GROUND_FLOOR,65000,4030,As new,1.0,1,0.0,,0.0,,,,,,
9565265,APARTMENT,GROUND_FLOOR,140500,9230,Good,1.0,1,,25,0.0,2,,,,,
9496878,APARTMENT,GROUND_FLOOR,155000,1440,Good,1.0,1,0.0,,0.0,2,,,1.0,1.0,
9455996,APARTMENT,GROUND_FLOOR,165000,1440,Good,1.0,1,0.0,,0.0,2,,,1.0,1.0,
9548878,APARTMENT,GROUND_FLOOR,205000,8434,,,2,0.0,,0.0,2,,,,1.0,
9612585,APARTMENT,GROUND_FLOOR,265000,3620,,1.0,2,0.0,,0.0,3,0.0,,,,
9693822,APARTMENT,GROUND_FLOOR,310000,9810,As new,,1,0.0,,0.0,,0.0,,,,
9359428,APARTMENT,GROUND_FLOOR,344000,1348,As new,1.0,2,0.0,,0.0,,0.0,,,1.0,
9694337,APARTMENT,GROUND_FLOOR,465000,1200,As new,1.0,3,0.0,10,0.0,2,0.0,,,,
9400292,APARTMENT,GROUND_FLOOR,3500000,1160,,1.0,3,,156,0.0,4,,,,,
9589138,APARTMENT,GROUND_FLOOR,875000,1332,As new,1.0,3,,,0.0,,,,,1.0,
9063825,APARTMENT,GROUND_FLOOR,875000,3090,As new,1.0,3,,,0.0,,,,,1.0,
9704934,APARTMENT,GROUND_FLOOR,140000,5500,To be done up,1.0,2,,10,0.0,2,,,,,
9690442,APARTMENT,GROUND_FLOOR,160000,2430,,,2,,,0.0,2,,,,,
9686653,APARTMENT,GROUND_FLOOR,190000,7070,Good,1.0,2,0.0,35,0.0,4,0.0,,,,
9659845,APARTMENT,GROUND_FLOOR,229000,8790,As new,1.0,2,,35,0.0,2,0.0,,,,
9653911,APARTMENT,GROUND_FLOOR,289000,6720,,1.0,2,1.0,15,0.0,4,,,,,
9503493,APARTMENT,GROUND_FLOOR,309000,1070,As new,1.0,2,0.0,16,0.0,3,0.0,,,,
9549074,APARTMENT,GROUND_FLOOR,310000,2800,,1.0,2,0.0,5,0.0,3,,,,,
9702784,APARTMENT,GROUND_FLOOR,389000,1150,Good,1.0,2,0.0,,0.0,,0.0,,,,
9661848,APARTMENT,GROUND_FLOOR,600000,1150,,1.0,3,0.0,,0.0,3,,1,,,
9709660,APARTMENT,GROUND_FLOOR,285000,1340,,,1,0.0,29,0.0,2,,,,,
9677007,APARTMENT,GROUND_FLOOR,203000,9506,As new,1.0,2,0.0,8,0.0,2,,,,,
9644271,APARTMENT,GROUND_FLOOR,269000,2000,Just renovated,1.0,2,0.0,,0.0,2,0.0,,,,
9650239,APARTMENT,GROUND_FLOOR,230850,9120,,1.0,1,,,0.0,,,,,,
9636429,APARTMENT,GROUND_FLOOR,299900,2270,As new,,3,0.0,18,0.0,,,,,,
9639343,APARTMENT,GROUND_FLOOR,319000,9140,,1.0,2,,10,0.0,,0.0,,,,
9387024,APARTMENT,GROUND_FLOOR,320000,9200,As new,,2,,15,0.0,2,,,,,
9693956,APARTMENT,GROUND_FLOOR,189000,1082,As new,1.0,1,0.0,23,0.0,2,0.0,,,,
9636267,APARTMENT,GROUND_FLOOR,295000,2100,As new,,2,0.0,,0.0,,,,,1.0,
9627007,APARTMENT,GROUND_FLOOR,316575,1420,Good,1.0,2,0.0,14,0.0,,0.0,,,,
9627006,APARTMENT,GROUND_FLOOR,316575,1420,As new,1.0,3,0.0,13,0.0,,0.0,,,,
9639098,APARTMENT,GROUND_FLOOR,427125,1420,As new,1.0,2,0.0,39,0.0,,,,,,
9580838,APARTMENT,GROUND_FLOOR,437175,1420,Good,1.0,2,0.0,29,0.0,,,,,,
9639185,APARTMENT,GROUND_FLOOR,447225,1420,As new,1.0,2,0.0,,0.0,,0.0,,1.0,1.0,
9639243,APARTMENT,GROUND_FLOOR,462300,1420,As new,1.0,3,0.0,18,0.0,,,,,,
9639186,APARTMENT,GROUND_FLOOR,492450,1420,As new,1.0,3,0.0,22,0.0,,,,,,
9639097,APARTMENT,GROUND_FLOOR,492450,1420,As new,1.0,3,0.0,27,0.0,,,,,,
9696732,APARTMENT,GROUND_FLOOR,640000,1050,As new,1.0,2,0.0,24,0.0,3,0.0,,,,
9723700,APARTMENT,GROUND_FLOOR,140000,5590,To be done up,1.0,2,,,0.0,2,,,,,
9713334,APARTMENT,GROUND_FLOOR,447500,9000,As new,1.0,1,0.0,14,0.0,4,0.0,,,,
9713335,APARTMENT,GROUND_FLOOR,541940,9000,As new,1.0,2,0.0,17,0.0,4,0.0,,,,
9512034,APARTMENT,GROUND_FLOOR,185000,2160,,1.0,1,0.0,17,0.0,2,,,,,
9496576,APARTMENT,GROUND_FLOOR,209300,2560,,,1,0.0,12,0.0,2,,,,,
9496573,APARTMENT,GROUND_FLOOR,295900,2560,,,3,0.0,14,0.0,2,,,,,
9709627,APARTMENT,GROUND_FLOOR,285000,1340,,,1,0.0,29,0.0,2,,,,,
9709622,APARTMENT,GROUND_FLOOR,285000,1340,,,1,0.0,29,0.0,2,,,,,
9690617,APARTMENT,GROUND_FLOOR,195000,3200,,1.0,2,,,0.0,,,,,,
9569128,APARTMENT,GROUND_FLOOR,289000,2610,Just renovated,1.0,2,0.0,20,0.0,,,,,,
9610919,APARTMENT,GROUND_FLOOR,295000,1180,To renovate,1.0,2,0.0,40,0.0,3,,,,,
9408709,APARTMENT,GROUND_FLOOR,186000,1435,As new,1.0,1,0.0,2,0.0,,0.0,,,,
9531454,APARTMENT,GROUND_FLOOR,289000,2660,Good,,4,0.0,,0.0,2,,,,,
8897641,APARTMENT,GROUND_FLOOR,355000,8200,,1.0,2,0.0,21,0.0,,,,,,
9719884,APARTMENT,GROUND_FLOOR,160000,8400,,1.0,2,,,0.0,2,,,,,
9718996,APARTMENT,GROUND_FLOOR,275000,1410,,1.0,2,,8,0.0,2,,,,,
9655497,APARTMENT,GROUND_FLOOR,5000,1785,,,,,,0.0,,,,,,
8812896,APARTMENT,GROUND_FLOOR,174555,8434,,,,,,0.0,,,,,,
9423652,APARTMENT,GROUND_FLOOR,199500,5000,,,,,,0.0,,,,,,
9704461,APARTMENT,GROUND_FLOOR,219500,9120,,,,,,0.0,,,,,,
8693639,APARTMENT,GROUND_FLOOR,250000,5030,,,,,,0.0,,,,,,
9086144,APARTMENT,GROUND_FLOOR,278800,9340,,,,,,0.0,,,,,,
9200068,APARTMENT,GROUND_FLOOR,295000,8450,,,,,,0.0,,,,,,
9651459,APARTMENT,GROUND_FLOOR,297500,9185,,,,,,0.0,,,,,,
9599731,APARTMENT,GROUND_FLOOR,325000,1780,,,,,,0.0,,,,,,
8376559,APARTMENT,GROUND_FLOOR,155000,4000,,1.0,2,,,0.0,2,,,,,
9444793,APARTMENT,GROUND_FLOOR,182500,7370,As new,1.0,2,,38,0.0,3,,,,,
9674119,APARTMENT,GROUND_FLOOR,199000,1490,,1.0,1,0.0,10,0.0,,,,,,
9635257,APARTMENT,GROUND_FLOOR,200000,1083,Good,1.0,1,,15,0.0,,,,,,
9607796,APARTMENT,GROUND_FLOOR,210000,1090,Good,1.0,2,,4,0.0,,,,,,
9607749,APARTMENT,GROUND_FLOOR,220000,1090,Good,1.0,2,,4,0.0,,,,,,
9672272,APARTMENT,GROUND_FLOOR,228000,8450,As new,1.0,1,0.0,,0.0,,0.0,,,,
9679926,APARTMENT,GROUND_FLOOR,285000,3970,,,2,,,0.0,2,,,,1.0,
9512184,APARTMENT,GROUND_FLOOR,360000,1090,,,3,0.0,45,0.0,,,,1.0,,
9310890,APARTMENT,GROUND_FLOOR,395000,9040,,1.0,3,,,0.0,,,,,1.0,
9521892,APARTMENT,GROUND_FLOOR,560000,8500,,1.0,3,,17,0.0,,0.0,,,,
9703670,APARTMENT,GROUND_FLOOR,895000,1180,As new,1.0,3,0.0,30,0.0,3,0.0,,,,
9713428,APARTMENT,GROUND_FLOOR,249000,9890,As new,1.0,1,0.0,11,0.0,4,,,,,
9713444,APARTMENT,GROUND_FLOOR,252500,9890,As new,1.0,1,0.0,10,0.0,4,,,,,
9713398,APARTMENT,GROUND_FLOOR,255000,9890,As new,1.0,1,0.0,11,0.0,4,,,,,
9713401,APARTMENT,GROUND_FLOOR,259000,9890,As new,1.0,1,0.0,11,0.0,4,,,,,
9713399,APARTMENT,GROUND_FLOOR,275000,9890,As new,1.0,2,0.0,11,0.0,4,,,,,
9713502,APARTMENT,GROUND_FLOOR,311000,9000,As new,1.0,1,0.0,13,0.0,,0.0,,,,
9713443,APARTMENT,GROUND_FLOOR,315000,9890,As new,1.0,2,0.0,15,0.0,4,,,,,
9713434,APARTMENT,GROUND_FLOOR,329000,9890,As new,1.0,2,0.0,10,0.0,4,,,,,
9713517,APARTMENT,GROUND_FLOOR,335500,9000,As new,1.0,1,0.0,10,0.0,,0.0,,,,
9713442,APARTMENT,GROUND_FLOOR,345000,9890,As new,1.0,3,0.0,15,0.0,4,,,,,
9713431,APARTMENT,GROUND_FLOOR,346000,9890,As new,1.0,3,0.0,11,0.0,4,,,,,
9713518,APARTMENT,GROUND_FLOOR,359500,9000,As new,1.0,1,0.0,16,0.0,,,,,,
9713514,APARTMENT,GROUND_FLOOR,409000,9000,As new,1.0,2,0.0,46,0.0,,,,,,
9713511,APARTMENT,GROUND_FLOOR,448000,9000,As new,1.0,2,0.0,11,0.0,,,,,,
9713498,APARTMENT,GROUND_FLOOR,466000,9000,As new,1.0,2,0.0,17,0.0,,0.0,,,,
9715628,APARTMENT,GROUND_FLOOR,95000,1070,,1.0,2,,,0.0,,,,,1.0,
9701520,APARTMENT,GROUND_FLOOR,215000,9200,,,3,0.0,32,0.0,1,0.0,,,,
9644060,APARTMENT,GROUND_FLOOR,239000,1120,,1.0,1,0.0,15,0.0,2,,,,,
9680916,APARTMENT,GROUND_FLOOR,255000,8434,Good,1.0,1,0.0,,0.0,,,,,,
9531925,APARTMENT,GROUND_FLOOR,269000,1070,As new,1.0,2,0.0,,0.0,2,0.0,,,,
8671623,APARTMENT,GROUND_FLOOR,249500,9900,As new,1.0,2,0.0,41,0.0,4,0.0,,1.0,,
9496909,APARTMENT,GROUND_FLOOR,242000,6900,,,,,,0.0,,,,,,
9133191,APARTMENT,GROUND_FLOOR,269900,3130,,,,,,1.0,,,,,,
9678712,APARTMENT,GROUND_FLOOR,110000,3910,,,3,,,0.0,3,,,,,
9683992,APARTMENT,GROUND_FLOOR,249000,1070,As new,1.0,2,0.0,24,0.0,2,0.0,,,,
9628927,APARTMENT,GROUND_FLOOR,255000,2590,Good,1.0,2,0.0,,0.0,3,0.0,,1.0,,
8952640,APARTMENT,GROUND_FLOOR,1950000,1180,As new,1.0,4,,,0.0,,0.0,,,,
9193052,APARTMENT,GROUND_FLOOR,275000,7060,As new,1.0,2,,21,0.0,4,,,,,
9687594,APARTMENT,GROUND_FLOOR,130000,1200,,1.0,2,,,0.0,,,,,,
9701672,APARTMENT,GROUND_FLOOR,150000,1180,,1.0,2,,,0.0,,,,,1.0,
9638972,APARTMENT,GROUND_FLOOR,165000,5530,As new,1.0,2,,50,0.0,4,,,,,
9514053,APARTMENT,GROUND_FLOOR,265000,8540,,,2,0.0,28,0.0,,,,,,
9632810,APARTMENT,GROUND_FLOOR,378000,1180,As new,,1,0.0,30,0.0,,0.0,,,,
9585135,APARTMENT,GROUND_FLOOR,245000,1030,Just renovated,1.0,2,0.0,9,0.0,3,0.0,,,,
9715415,APARTMENT,GROUND_FLOOR,205000,3001,As new,1.0,1,1.0,,0.0,2,,,,,
9589072,APARTMENT,GROUND_FLOOR,217000,8552,,1.0,1,,20,0.0,2,0.0,,,,
9589073,APARTMENT,GROUND_FLOOR,255000,8552,,1.0,2,,25,0.0,2,0.0,,,,
9590579,APARTMENT,GROUND_FLOOR,249000,2100,,,2,0.0,,0.0,,,,,,
9673991,APARTMENT,GROUND_FLOOR,279984,9340,As new,,2,,,0.0,2,,,,1.0,
9398272,APARTMENT,GROUND_FLOOR,355000,9550,As new,1.0,2,,22,0.0,3,,,,,
9444692,APARTMENT,GROUND_FLOOR,122500,6031,As new,1.0,1,,,0.0,3,,,,,
9695655,APARTMENT,GROUND_FLOOR,125000,4000,,1.0,2,,,0.0,,,,,1.0,
9603192,APARTMENT,GROUND_FLOOR,295000,9300,As new,1.0,1,0.0,,0.0,,,,,,
9634288,APARTMENT,GROUND_FLOOR,240000,1420,Good,1.0,1,0.0,8,0.0,4,0.0,,,,
9620976,APARTMENT,GROUND_FLOOR,325000,1090,Good,1.0,4,,,0.0,2,,,,1.0,
9537308,APARTMENT,GROUND_FLOOR,175000,2610,Good,,1,0.0,16,0.0,4,0.0,,,,
9640814,APARTMENT,GROUND_FLOOR,350886,9190,,1.0,2,0.0,20,0.0,,,,1.0,,
9670104,APARTMENT,GROUND_FLOOR,360000,1340,,1.0,2,0.0,28,0.0,2,,,,,
9705872,APARTMENT,GROUND_FLOOR,2400000,8380,,1.0,3,,14,0.0,,,,,,
9697757,APARTMENT,GROUND_FLOOR,225000,1200,As new,,1,0.0,6,0.0,2,0.0,,,,
9689384,APARTMENT,GROUND_FLOOR,90000,4020,,,2,,,0.0,,,,,1.0,
9640870,APARTMENT,GROUND_FLOOR,215000,2590,As new,1.0,1,0.0,,0.0,3,0.0,,,,
9604319,APARTMENT,GROUND_FLOOR,469000,1180,,1.0,3,0.0,70,0.0,2,,,,,
9550706,APARTMENT,GROUND_FLOOR,357000,1140,As new,1.0,2,,10,0.0,,,,,,
9086158,APARTMENT,GROUND_FLOOR,339500,9340,As new,1.0,2,,17,0.0,3,,,,,
9670105,APARTMENT,GROUND_FLOOR,330000,1340,,1.0,2,0.0,20,0.0,2,,,,,
9674224,APARTMENT,GROUND_FLOOR,349000,2630,,,2,,,0.0,,,,,,
8237073,APARTMENT,GROUND_FLOOR,134500,6032,,,,,,0.0,,,,,,
9545434,APARTMENT,GROUND_FLOOR,210550,1030,,,,,,0.0,,,,,,
8932076,APARTMENT,GROUND_FLOOR,267200,1620,,,,,,0.0,,,,,,
9259214,APARTMENT,GROUND_FLOOR,202500,8530,,1.0,2,,,0.0,,0.0,,,,
9079102,APARTMENT,GROUND_FLOOR,295000,9420,As new,,2,,,0.0,3,,,,1.0,
9622002,APARTMENT,GROUND_FLOOR,299000,2861,Good,1.0,1,0.0,,0.0,3,1.0,1,1.0,,
9713501,APARTMENT,GROUND_FLOOR,440500,9000,As new,1.0,3,0.0,10,0.0,,0.0,,,,
8300283,APARTMENT,GROUND_FLOOR,238905,1370,,,,,,0.0,,,,,,
9688601,APARTMENT,GROUND_FLOOR,99000,6040,Just renovated,1.0,2,0.0,,0.0,,,,,,
9697008,APARTMENT,GROUND_FLOOR,325000,1070,,1.0,2,0.0,20,0.0,2,0.0,,,,
9654396,APARTMENT,GROUND_FLOOR,340000,1150,As new,1.0,1,0.0,,0.0,2,0.0,,,,
9714352,APARTMENT,GROUND_FLOOR,225000,1190,,,1,0.0,,0.0,,,,,,
9714348,APARTMENT,GROUND_FLOOR,225000,1190,,,1,0.0,,0.0,,,,,,
9659814,APARTMENT,GROUND_FLOOR,375000,2630,,,2,0.0,,0.0,,,,,,
9730130,APARTMENT,GROUND_FLOOR,193000,7911,,,2,0.0,11,0.0,2,,,,,
9575791,APARTMENT,GROUND_FLOOR,200000,1420,,,3,0.0,53,0.0,2,0.0,,,,
9174835,APARTMENT,GROUND_FLOOR,227500,9450,As new,,2,,,0.0,3,,,,1.0,
9702491,APARTMENT,GROUND_FLOOR,1495000,8300,,1.0,4,,28,0.0,3,0.0,,,,
9704832,APARTMENT,GROUND_FLOOR,154950,7971,,,,,,0.0,,,,,,
9414678,APARTMENT,GROUND_FLOOR,159000,5000,,,,,,0.0,,,,,,
9295563,APARTMENT,GROUND_FLOOR,165000,1140,,,,,,0.0,,,,,,
9665385,APARTMENT,GROUND_FLOOR,196000,4800,,,,,,0.0,,,,,,
9579885,APARTMENT,GROUND_FLOOR,214000,1830,,,,,,0.0,,,,,,
9075297,APARTMENT,GROUND_FLOOR,214000,9185,,,,,,0.0,,,,,,
8691768,APARTMENT,GROUND_FLOOR,224500,9900,,,,,,1.0,,,,,,
9569425,APARTMENT,GROUND_FLOOR,237000,9120,,,,,,0.0,,,,,,
9564823,APARTMENT,GROUND_FLOOR,277000,4920,,,,,,0.0,,,,,,
9057744,APARTMENT,GROUND_FLOOR,279929,9260,,,,,,0.0,,,,,,
9670944,APARTMENT,GROUND_FLOOR,375000,8420,,,,,,0.0,,,,,,
8547351,APARTMENT,GROUND_FLOOR,215000,4540,,,3,0.0,,0.0,,,,,1.0,
9658826,APARTMENT,GROUND_FLOOR,None,1050,,,,,,,,,,,,
9364671,APARTMENT,GROUND_FLOOR,269000,2900,As new,,1,,31,0.0,,,,,,
9701682,APARTMENT,GROUND_FLOOR,160000,1081,,,1,,,0.0,,,,,1.0,
9300412,APARTMENT,GROUND_FLOOR,197500,8530,,,2,,,0.0,,0.0,,,,
9364670,APARTMENT,GROUND_FLOOR,269000,2900,,,1,,27,0.0,,,,,,
9364672,APARTMENT,GROUND_FLOOR,299000,2900,,,2,,30,0.0,,,,,,
9366023,APARTMENT,GROUND_FLOOR,328000,2900,,,3,,4,0.0,,,,,,
9096302,APARTMENT,GROUND_FLOOR,144000,7090,,,,,,0.0,,,,,,
9241752,APARTMENT,GROUND_FLOOR,445000,8300,,,,,,0.0,,,,,,
8458358,APARTMENT,GROUND_FLOOR,150000,8930,,,,,,0.0,,,,,,
9412817,APARTMENT,GROUND_FLOOR,169000,9880,,,,,,0.0,,,,,,
9090963,APARTMENT,GROUND_FLOOR,174880,3960,,,,,,0.0,,,,,,
9200702,APARTMENT,GROUND_FLOOR,177000,8530,,,,,,0.0,,,,,,
9200703,APARTMENT,GROUND_FLOOR,178000,8530,,,,,,0.0,,,,,,
8781019,APARTMENT,GROUND_FLOOR,179550,3970,,,,,,0.0,,,,,,
9312632,APARTMENT,GROUND_FLOOR,185075,2850,,,,,,0.0,,,,,,
9274821,APARTMENT,GROUND_FLOOR,199000,9140,,,,,,0.0,,,,,,
8632878,APARTMENT,GROUND_FLOOR,212000,2500,,,,,,0.0,,,,,,
7547300,APARTMENT,GROUND_FLOOR,243225,9190,,,,,,0.0,,,,,,
9582826,APARTMENT,GROUND_FLOOR,246000,2500,,,,,,0.0,,,,,,
9263603,APARTMENT,GROUND_FLOOR,259000,2180,,,,,,0.0,,,,,,
9677969,APARTMENT,GROUND_FLOOR,290000,1852,,,,,,0.0,,,,,,
